itemset,rule,hypothesis,conclusion,frequency,confidence,lift,interest,rule ID
"[593, 1221]",[1221]-->[593],[1221],[593],0.12,0.631578947368421,1.7543859649122806,-0.24,252
"[858, 1221]",[1221]-->[858],[1221],[858],0.18,0.9473684210526315,3.643724696356275,-0.08000000000000002,253
"[1089, 1221]",[1221]-->[1089],[1221],[1089],0.1,0.5263157894736842,3.508771929824561,-0.04999999999999999,254
"[1196, 1221]",[1221]-->[1196],[1221],[1196],0.14,0.736842105263158,2.1671826625387,-0.2,255
"[1198, 1221]",[1221]-->[1198],[1221],[1198],0.11,0.5789473684210527,1.929824561403509,-0.19,256
"[1210, 1221]",[1221]-->[1210],[1221],[1210],0.14,0.736842105263158,2.3026315789473686,-0.18,257
"[1213, 1221]",[1221]-->[1213],[1221],[1213],0.1,0.5263157894736842,3.759398496240601,-0.04000000000000001,258
"[1036, 1240]",[1240]-->[1036],[1240],[1036],0.1,0.5882352941176471,3.2679738562091507,-0.07999999999999999,259
"[50, 1258]",[1258]-->[50],[1258],[50],0.1,0.7142857142857143,2.4630541871921183,-0.18999999999999997,260
"[593, 1258]",[1258]-->[593],[1258],[593],0.11,0.7857142857142857,2.182539682539683,-0.25,261
"[589, 1291]",[1291]-->[589],[1291],[589],0.13,0.6842105263157895,2.35934664246824,-0.15999999999999998,262
"[858, 1291]",[1291]-->[858],[1291],[858],0.11,0.5789473684210527,2.2267206477732793,-0.15000000000000002,263
"[1036, 1291]",[1291]-->[1036],[1291],[1036],0.1,0.5263157894736842,2.9239766081871346,-0.07999999999999999,264
"[1221, 1291]",[1291]-->[1221],[1291],[1221],0.1,0.5263157894736842,2.7700831024930745,-0.09,265
"[110, 2762]",[2762]-->[110],[2762],[110],0.1,0.5555555555555556,1.984126984126984,-0.18000000000000002,266
"[296, 2762]",[2762]-->[296],[2762],[296],0.11,0.6111111111111112,1.7973856209150327,-0.23000000000000004,267
"[589, 2762]",[2762]-->[589],[2762],[589],0.12,0.6666666666666666,2.2988505747126435,-0.16999999999999998,268
"[2028, 2762]",[2762]-->[2028],[2762],[2028],0.1,0.5555555555555556,1.9157088122605366,-0.18999999999999997,269
"[2571, 2762]",[2762]-->[2571],[2762],[2571],0.14,0.7777777777777779,2.1021021021021022,-0.22999999999999998,270
"[296, 2959]",[2959]-->[296],[2959],[296],0.11,0.6470588235294117,1.9031141868512107,-0.23000000000000004,271
"[318, 2959]",[2959]-->[318],[2959],[318],0.11,0.6470588235294117,1.3767209011264079,-0.36,272
"[1206, 4226]",[4226]-->[1206],[4226],[1206],0.1,0.5,3.571428571428571,-0.04000000000000001,273
"[2959, 4226]",[4226]-->[2959],[4226],[2959],0.1,0.5,2.941176470588235,-0.07,274
"[2571, 4993]",[4993]-->[2571],[4993],[2571],0.14,0.6086956521739131,1.645123384253819,-0.22999999999999998,275
"[2571, 5952]",[5952]-->[2571],[5952],[2571],0.11,0.6111111111111112,1.6516516516516517,-0.26,276
"[318, 7153]",[7153]-->[318],[7153],[318],0.13,0.6190476190476191,1.3171225937183386,-0.33999999999999997,277
"[1198, 7153]",[7153]-->[1198],[7153],[1198],0.11,0.5238095238095238,1.7460317460317463,-0.19,278
"[2571, 7153]",[7153]-->[2571],[7153],[2571],0.13,0.6190476190476191,1.6731016731016732,-0.24,279
"[4226, 7153]",[7153]-->[4226],[7153],[4226],0.11,0.5238095238095238,2.619047619047619,-0.09000000000000001,280
"[260, 58559]",[58559]-->[260],[58559],[260],0.11,0.5238095238095238,1.4157014157014158,-0.26,281
"[2571, 58559]",[58559]-->[2571],[58559],[2571],0.11,0.5238095238095238,1.4157014157014158,-0.26,282
"[318, 79132]",[79132]-->[318],[79132],[318],0.13,0.7222222222222223,1.5366430260047284,-0.33999999999999997,283
"[356, 79132]",[79132]-->[356],[79132],[356],0.1,0.5555555555555556,1.3550135501355014,-0.30999999999999994,284
"[2028, 79132]",[79132]-->[2028],[79132],[2028],0.1,0.5555555555555556,1.9157088122605366,-0.18999999999999997,285
"[2571, 79132]",[79132]-->[2571],[79132],[2571],0.13,0.7222222222222223,1.9519519519519521,-0.24,286
"[4226, 79132]",[79132]-->[4226],[79132],[4226],0.1,0.5555555555555556,2.7777777777777777,-0.1,287
"[7153, 79132]",[79132]-->[7153],[79132],[7153],0.11,0.6111111111111112,2.9100529100529102,-0.09999999999999999,288
"[296, 608]",[608]-->[296],[608],[296],0.13,0.6190476190476191,1.8207282913165266,-0.21000000000000002,289
"[296, 1136]",[1136]-->[296],[1136],[296],0.1,0.625,1.838235294117647,-0.24000000000000002,290
"[858, 1136]",[1136]-->[858],[1136],[858],0.11,0.6875,2.644230769230769,-0.15000000000000002,291
"[356, 1246]",[1246]-->[356],[1246],[356],0.1,0.9090909090909092,2.21729490022173,-0.30999999999999994,292
"[2571, 4886]",[4886]-->[2571],[4886],[2571],0.1,0.6666666666666667,1.801801801801802,-0.27,293
"[2571, 5349]",[5349]-->[2571],[5349],[2571],0.1,0.9090909090909092,2.4570024570024573,-0.27,294
"[1196, 5418]",[5418]-->[1196],[5418],[1196],0.1,0.7692307692307693,2.262443438914027,-0.24000000000000002,295
"[2571, 5418]",[5418]-->[2571],[5418],[2571],0.11,0.8461538461538461,2.286902286902287,-0.26,296
"[2571, 6539]",[6539]-->[2571],[6539],[2571],0.12,0.75,2.027027027027027,-0.25,297
"[6874, 7438]",[7438]-->[6874],[7438],[6874],0.13,0.9285714285714285,6.632653061224489,-0.010000000000000009,298
"[589, 1610]",[1610]-->[589],[1610],[589],0.1,0.7692307692307693,2.6525198938992047,-0.18999999999999997,299
"[858, 1610]",[1610]-->[858],[1610],[858],0.1,0.7692307692307693,2.9585798816568047,-0.16,300
"[1221, 1610]",[1610]-->[1221],[1610],[1221],0.1,0.7692307692307693,4.048582995951417,-0.09,301
"[4878, 7438]",[7438]-->[4878],[7438],[4878],0.1,0.7142857142857143,5.9523809523809526,-0.01999999999999999,302
"[260, 2571, 2858]","[260, 2571]-->[2858]","[260, 2571]",[2858],0.13,0.52,2.3636363636363638,-0.09,303
"[260, 2571, 2858]","[260, 2858]-->[2571]","[260, 2858]",[2571],0.13,0.8125,2.195945945945946,-0.24,304
"[260, 2571, 2858]","[2858]-->[260, 2571]",[2858],"[260, 2571]",0.13,0.5909090909090909,2.3636363636363638,-0.12,305
"[260, 2571, 2858]","[2571, 2858]-->[260]","[2571, 2858]",[260],0.13,0.8666666666666667,2.3423423423423424,-0.24,306
"[260, 527, 593]","[527, 593]-->[260]","[527, 593]",[260],0.11,0.7857142857142857,2.1235521235521237,-0.26,307
"[1198, 1210, 1291]","[1210, 1291]-->[1198]","[1210, 1291]",[1198],0.14,0.9333333333333335,3.1111111111111116,-0.15999999999999998,308
"[1198, 1210, 1291]","[1291]-->[1198, 1210]",[1291],"[1198, 1210]",0.14,0.736842105263158,3.68421052631579,-0.06,309
"[260, 1210, 2571]","[1210, 2571]-->[260]","[1210, 2571]",[260],0.22,0.88,2.3783783783783785,-0.15,310
"[260, 1210, 2571]","[1210]-->[260, 2571]",[1210],"[260, 2571]",0.22,0.6875,2.75,-0.03,311
"[260, 1210, 2571]","[2571]-->[260, 1210]",[2571],"[260, 1210]",0.22,0.5945945945945946,2.2022022022022023,-0.05000000000000002,312
"[356, 527, 2028]","[527, 2028]-->[356]","[527, 2028]",[356],0.1,0.6666666666666667,1.6260162601626018,-0.30999999999999994,313
"[110, 260, 593]","[260, 593]-->[110]","[260, 593]",[110],0.1,0.5555555555555556,1.984126984126984,-0.18000000000000002,314
"[260, 356, 1270]","[356, 1270]-->[260]","[356, 1270]",[260],0.11,0.6875,1.8581081081081081,-0.26,315
"[47, 110, 356]","[110, 356]-->[47]","[110, 356]",[47],0.12,0.6,3.1578947368421053,-0.07,316
"[2028, 2571, 3578]","[2571, 3578]-->[2028]","[2571, 3578]",[2028],0.1,0.625,2.1551724137931036,-0.18999999999999997,317
"[50, 593, 1198]","[593, 1198]-->[50]","[593, 1198]",[50],0.11,0.9166666666666667,3.1609195402298855,-0.18,318
"[593, 2028, 2571]","[2028, 2571]-->[593]","[2028, 2571]",[593],0.13,0.65,1.8055555555555556,-0.22999999999999998,319
"[260, 1196, 1214]","[1196, 1214]-->[260]","[1196, 1214]",[260],0.1,0.8333333333333334,2.2522522522522523,-0.27,320
"[260, 1196, 1214]","[1214]-->[260, 1196]",[1214],"[260, 1196]",0.1,0.5,1.6129032258064517,-0.21,321
"[1196, 1210, 1240]","[1210, 1240]-->[1196]","[1210, 1240]",[1196],0.11,1.0,2.941176470588235,-0.23000000000000004,322
"[1196, 1210, 1240]","[1240]-->[1196, 1210]",[1240],"[1196, 1210]",0.11,0.6470588235294117,2.5882352941176467,-0.14,323
"[260, 2571, 3793]","[2571, 3793]-->[260]","[2571, 3793]",[260],0.1,0.8333333333333334,2.2522522522522523,-0.27,324
"[260, 2571, 3793]","[3793]-->[260, 2571]",[3793],"[260, 2571]",0.1,0.7142857142857143,2.857142857142857,-0.15,325
"[260, 1196, 2858]","[1196, 2858]-->[260]","[1196, 2858]",[260],0.15,0.9375,2.5337837837837838,-0.22,326
"[260, 1196, 2858]","[2858]-->[260, 1196]",[2858],"[260, 1196]",0.15,0.6818181818181818,2.19941348973607,-0.16,327
"[110, 1198, 2571]","[1198, 2571]-->[110]","[1198, 2571]",[110],0.11,0.5,1.7857142857142856,-0.17000000000000004,328
"[356, 457, 593]","[457, 593]-->[356]","[457, 593]",[356],0.11,0.6875,1.676829268292683,-0.3,329
"[1210, 2115, 2571]","[2115, 2571]-->[1210]","[2115, 2571]",[1210],0.1,0.8333333333333334,2.6041666666666665,-0.22,330
"[1210, 2115, 2571]","[2115]-->[1210, 2571]",[2115],"[1210, 2571]",0.1,0.7142857142857143,2.857142857142857,-0.15,331
"[260, 1196, 1197]","[1196, 1197]-->[260]","[1196, 1197]",[260],0.12,0.857142857142857,2.3166023166023164,-0.25,332
"[260, 1196, 1197]","[1197]-->[260, 1196]",[1197],"[260, 1196]",0.12,0.631578947368421,2.0373514431239386,-0.19,333
"[1196, 2028, 2571]","[2028, 2571]-->[1196]","[2028, 2571]",[1196],0.11,0.5499999999999999,1.617647058823529,-0.23000000000000004,334
"[50, 110, 2571]","[110, 2571]-->[50]","[110, 2571]",[50],0.11,0.6875,2.370689655172414,-0.18,335
"[1198, 1210, 2028]","[1210, 2028]-->[1198]","[1210, 2028]",[1198],0.1,0.6666666666666667,2.2222222222222228,-0.19999999999999998,336
"[50, 260, 527]","[260, 527]-->[50]","[260, 527]",[50],0.1,0.625,2.1551724137931036,-0.18999999999999997,337
"[1198, 1210, 3578]","[1210, 3578]-->[1198]","[1210, 3578]",[1198],0.1,0.7692307692307693,2.5641025641025643,-0.19999999999999998,338
"[1198, 1240, 2571]","[1240, 2571]-->[1198]","[1240, 2571]",[1198],0.1,0.7692307692307693,2.5641025641025643,-0.19999999999999998,339
"[1198, 1240, 2571]","[1240]-->[1198, 2571]",[1240],"[1198, 2571]",0.1,0.5882352941176471,2.6737967914438503,-0.12,340
"[260, 527, 1198]","[527, 1198]-->[260]","[527, 1198]",[260],0.13,1.0,2.7027027027027026,-0.24,341
"[356, 590, 593]","[590, 593]-->[356]","[590, 593]",[356],0.13,0.8666666666666667,2.1138211382113825,-0.27999999999999997,342
"[356, 590, 593]","[590]-->[356, 593]",[590],"[356, 593]",0.13,0.5,2.1739130434782608,-0.1,343
"[1196, 1210, 2028]","[1210, 2028]-->[1196]","[1210, 2028]",[1196],0.1,0.6666666666666667,1.9607843137254903,-0.24000000000000002,344
"[1198, 2571, 3578]","[2571, 3578]-->[1198]","[2571, 3578]",[1198],0.13,0.8125,2.7083333333333335,-0.16999999999999998,345
"[1198, 2571, 3578]","[3578]-->[1198, 2571]",[3578],"[1198, 2571]",0.13,0.5652173913043478,2.569169960474308,-0.09,346
"[1196, 1291, 2571]","[1291, 2571]-->[1196]","[1291, 2571]",[1196],0.14,0.8750000000000001,2.573529411764706,-0.2,347
"[1196, 1291, 2571]","[1291]-->[1196, 2571]",[1291],"[1196, 2571]",0.14,0.736842105263158,3.0701754385964914,-0.09999999999999998,348
"[260, 356, 590]","[356, 590]-->[260]","[356, 590]",[260],0.11,0.6111111111111112,1.6516516516516517,-0.26,349
"[260, 593, 1196]","[593, 1196]-->[260]","[593, 1196]",[260],0.16,0.9411764705882353,2.5437201907790143,-0.21,350
"[1196, 1198, 1240]","[1198, 1240]-->[1196]","[1198, 1240]",[1196],0.11,0.9166666666666667,2.696078431372549,-0.23000000000000004,351
"[1196, 1198, 1240]","[1240]-->[1196, 1198]",[1240],"[1196, 1198]",0.11,0.6470588235294117,2.8132992327365725,-0.12000000000000001,352
"[260, 1270, 2571]","[1270, 2571]-->[260]","[1270, 2571]",[260],0.12,0.8,2.1621621621621623,-0.25,353
"[260, 1270, 2571]","[1270]-->[260, 2571]",[1270],"[260, 2571]",0.12,0.5217391304347826,2.0869565217391304,-0.13,354
"[260, 1240, 2571]","[1240, 2571]-->[260]","[1240, 2571]",[260],0.11,0.8461538461538461,2.286902286902287,-0.26,355
"[260, 1240, 2571]","[1240]-->[260, 2571]",[1240],"[260, 2571]",0.11,0.6470588235294117,2.5882352941176467,-0.14,356
"[356, 527, 1210]","[527, 1210]-->[356]","[527, 1210]",[356],0.11,0.7857142857142857,1.916376306620209,-0.3,357
"[1196, 1210, 1270]","[1210, 1270]-->[1196]","[1210, 1270]",[1196],0.14,0.8750000000000001,2.573529411764706,-0.2,358
"[1196, 1210, 1270]","[1270]-->[1196, 1210]",[1270],"[1196, 1210]",0.14,0.6086956521739131,2.4347826086956523,-0.10999999999999999,359
"[356, 590, 1196]","[590, 1196]-->[356]","[590, 1196]",[356],0.1,0.9090909090909092,2.21729490022173,-0.30999999999999994,360
"[260, 1291, 2858]","[1291, 2858]-->[260]","[1291, 2858]",[260],0.1,1.0,2.7027027027027026,-0.27,361
"[260, 1291, 2858]","[1291]-->[260, 2858]",[1291],"[260, 2858]",0.1,0.5263157894736842,3.289473684210526,-0.06,362
"[457, 1196, 1197]","[1196, 1197]-->[457]","[1196, 1197]",[457],0.1,0.7142857142857143,2.7472527472527473,-0.16,363
"[457, 1196, 1197]","[1197]-->[457, 1196]",[1197],"[457, 1196]",0.1,0.5263157894736842,4.385964912280702,-0.01999999999999999,364
"[260, 1210, 2115]","[1210, 2115]-->[260]","[1210, 2115]",[260],0.11,0.9166666666666667,2.4774774774774775,-0.26,365
"[260, 1210, 2115]","[2115]-->[260, 1210]",[2115],"[260, 1210]",0.11,0.7857142857142857,2.91005291005291,-0.16000000000000003,366
"[110, 457, 593]","[457, 593]-->[110]","[457, 593]",[110],0.11,0.6875,2.455357142857143,-0.17000000000000004,367
"[356, 590, 2571]","[590, 2571]-->[356]","[590, 2571]",[356],0.1,0.9090909090909092,2.21729490022173,-0.30999999999999994,368
"[110, 356, 590]","[356, 590]-->[110]","[356, 590]",[110],0.11,0.6111111111111112,2.1825396825396823,-0.17000000000000004,369
"[1196, 2571, 3793]","[2571, 3793]-->[1196]","[2571, 3793]",[1196],0.1,0.8333333333333334,2.4509803921568625,-0.24000000000000002,370
"[1196, 2571, 3793]","[3793]-->[1196, 2571]",[3793],"[1196, 2571]",0.1,0.7142857142857143,2.9761904761904763,-0.13999999999999999,371
"[1210, 1291, 2028]","[1291, 2028]-->[1210]","[1291, 2028]",[1210],0.1,1.0,3.125,-0.22,372
"[1210, 1291, 2028]","[1291]-->[1210, 2028]",[1291],"[1210, 2028]",0.1,0.5263157894736842,3.508771929824561,-0.04999999999999999,373
"[260, 1196, 1240]","[1196, 1240]-->[260]","[1196, 1240]",[260],0.13,0.8666666666666667,2.3423423423423424,-0.24,374
"[260, 1196, 1240]","[1240]-->[260, 1196]",[1240],"[260, 1196]",0.13,0.7647058823529411,2.4667931688804554,-0.18,375
"[50, 260, 1198]","[260, 1198]-->[50]","[260, 1198]",[50],0.12,0.5217391304347826,1.7991004497751124,-0.16999999999999998,376
"[110, 1210, 1291]","[1210, 1291]-->[110]","[1210, 1291]",[110],0.1,0.6666666666666667,2.380952380952381,-0.18000000000000002,377
"[110, 1210, 1291]","[1291]-->[110, 1210]",[1291],"[110, 1210]",0.1,0.5263157894736842,3.759398496240601,-0.04000000000000001,378
"[50, 593, 1197]","[593, 1197]-->[50]","[593, 1197]",[50],0.1,0.7692307692307693,2.6525198938992047,-0.18999999999999997,379
"[50, 593, 1197]","[1197]-->[50, 593]",[1197],"[50, 593]",0.1,0.5263157894736842,2.631578947368421,-0.1,380
"[356, 2028, 2571]","[2028, 2571]-->[356]","[2028, 2571]",[356],0.13,0.65,1.5853658536585367,-0.27999999999999997,381
"[260, 2028, 2571]","[2028, 2571]-->[260]","[2028, 2571]",[260],0.13,0.65,1.7567567567567568,-0.24,382
"[260, 356, 1198]","[356, 1198]-->[260]","[356, 1198]",[260],0.11,0.7857142857142857,2.1235521235521237,-0.26,383
"[110, 1210, 2571]","[1210, 2571]-->[110]","[1210, 2571]",[110],0.13,0.52,1.857142857142857,-0.15000000000000002,384
"[1196, 1270, 1291]","[1270, 1291]-->[1196]","[1270, 1291]",[1196],0.1,0.9090909090909092,2.6737967914438503,-0.24000000000000002,385
"[1196, 1270, 1291]","[1291]-->[1196, 1270]",[1291],"[1196, 1270]",0.1,0.5263157894736842,3.289473684210526,-0.06,386
"[593, 1210, 2028]","[1210, 2028]-->[593]","[1210, 2028]",[593],0.11,0.7333333333333334,2.037037037037037,-0.25,387
"[260, 1196, 1198]","[1196, 1198]-->[260]","[1196, 1198]",[260],0.21,0.9130434782608695,2.4676850763807283,-0.16,388
"[260, 1196, 1198]","[1196]-->[260, 1198]",[1196],"[260, 1198]",0.21,0.6176470588235293,2.68542199488491,-0.020000000000000018,389
"[260, 1196, 1198]","[1198]-->[260, 1196]",[1198],"[260, 1196]",0.21,0.7,2.258064516129032,-0.1,390
"[1198, 1210, 2858]","[1210, 2858]-->[1198]","[1210, 2858]",[1198],0.1,0.7142857142857143,2.380952380952381,-0.19999999999999998,391
"[50, 260, 356]","[260, 356]-->[50]","[260, 356]",[50],0.1,0.5555555555555556,1.9157088122605366,-0.18999999999999997,392
"[260, 1196, 1213]","[1196, 1213]-->[260]","[1196, 1213]",[260],0.1,1.0,2.7027027027027026,-0.27,393
"[260, 1196, 1213]","[1213]-->[260, 1196]",[1213],"[260, 1196]",0.1,0.7142857142857143,2.3041474654377883,-0.21,394
"[110, 2028, 2571]","[2028, 2571]-->[110]","[2028, 2571]",[110],0.13,0.65,2.321428571428571,-0.15000000000000002,395
"[260, 527, 1196]","[527, 1196]-->[260]","[527, 1196]",[260],0.12,1.0,2.7027027027027026,-0.25,396
"[1270, 1291, 2571]","[1291, 2571]-->[1270]","[1291, 2571]",[1270],0.1,0.625,2.717391304347826,-0.13,397
"[1270, 1291, 2571]","[1291]-->[1270, 2571]",[1291],"[1270, 2571]",0.1,0.5263157894736842,3.508771929824561,-0.04999999999999999,398
"[1089, 2028, 2571]","[2028, 2571]-->[1089]","[2028, 2571]",[1089],0.1,0.5,3.3333333333333335,-0.04999999999999999,399
"[1196, 1210, 2115]","[1210, 2115]-->[1196]","[1210, 2115]",[1196],0.1,0.8333333333333334,2.4509803921568625,-0.24000000000000002,400
"[1196, 1210, 2115]","[2115]-->[1196, 1210]",[2115],"[1196, 1210]",0.1,0.7142857142857143,2.857142857142857,-0.15,401
"[260, 593, 2028]","[593, 2028]-->[260]","[593, 2028]",[260],0.1,0.625,1.6891891891891893,-0.27,402
"[356, 1270, 2571]","[1270, 2571]-->[356]","[1270, 2571]",[356],0.11,0.7333333333333334,1.788617886178862,-0.3,403
"[593, 608, 1197]","[608, 1197]-->[593]","[608, 1197]",[593],0.1,0.9090909090909092,2.5252525252525255,-0.26,404
"[593, 608, 1197]","[1197]-->[593, 608]",[1197],"[593, 608]",0.1,0.5263157894736842,3.759398496240601,-0.04000000000000001,405
"[50, 593, 2028]","[593, 2028]-->[50]","[593, 2028]",[50],0.1,0.625,2.1551724137931036,-0.18999999999999997,406
"[1210, 1240, 2571]","[1240, 2571]-->[1210]","[1240, 2571]",[1210],0.1,0.7692307692307693,2.4038461538461537,-0.22,407
"[1210, 1240, 2571]","[1240]-->[1210, 2571]",[1240],"[1210, 2571]",0.1,0.5882352941176471,2.3529411764705883,-0.15,408
"[47, 356, 590]","[356, 590]-->[47]","[356, 590]",[47],0.1,0.5555555555555556,2.9239766081871346,-0.09,409
"[356, 1196, 2571]","[1196, 2571]-->[356]","[1196, 2571]",[356],0.15,0.625,1.524390243902439,-0.26,410
"[1196, 1198, 2858]","[1198, 2858]-->[1196]","[1198, 2858]",[1196],0.1,0.9090909090909092,2.6737967914438503,-0.24000000000000002,411
"[1196, 1198, 2115]","[1198, 2115]-->[1196]","[1198, 2115]",[1196],0.1,0.8333333333333334,2.4509803921568625,-0.24000000000000002,412
"[1196, 1198, 2115]","[2115]-->[1196, 1198]",[2115],"[1196, 1198]",0.1,0.7142857142857143,3.1055900621118013,-0.13,413
"[110, 527, 593]","[527, 593]-->[110]","[527, 593]",[110],0.1,0.7142857142857143,2.5510204081632653,-0.18000000000000002,414
"[50, 356, 1196]","[356, 1196]-->[50]","[356, 1196]",[50],0.1,0.5555555555555556,1.9157088122605366,-0.18999999999999997,415
"[356, 2571, 2858]","[2571, 2858]-->[356]","[2571, 2858]",[356],0.1,0.6666666666666667,1.6260162601626018,-0.30999999999999994,416
"[50, 110, 457]","[110, 457]-->[50]","[110, 457]",[50],0.11,0.7333333333333334,2.5287356321839085,-0.18,417
"[260, 2571, 3578]","[2571, 3578]-->[260]","[2571, 3578]",[260],0.12,0.75,2.027027027027027,-0.25,418
"[260, 2571, 3578]","[3578]-->[260, 2571]",[3578],"[260, 2571]",0.12,0.5217391304347826,2.0869565217391304,-0.13,419
"[527, 2028, 2571]","[2028, 2571]-->[527]","[2028, 2571]",[527],0.12,0.6,2.0689655172413794,-0.16999999999999998,420
"[50, 110, 590]","[110, 590]-->[50]","[110, 590]",[50],0.1,0.625,2.1551724137931036,-0.18999999999999997,421
"[260, 1291, 2028]","[1291, 2028]-->[260]","[1291, 2028]",[260],0.1,1.0,2.7027027027027026,-0.27,422
"[260, 1291, 2028]","[1291]-->[260, 2028]",[1291],"[260, 2028]",0.1,0.5263157894736842,3.508771929824561,-0.04999999999999999,423
"[260, 457, 1210]","[457, 1210]-->[260]","[457, 1210]",[260],0.11,0.8461538461538461,2.286902286902287,-0.26,424
"[1196, 1210, 3578]","[1210, 3578]-->[1196]","[1210, 3578]",[1196],0.11,0.8461538461538461,2.4886877828054295,-0.23000000000000004,425
"[260, 593, 1198]","[593, 1198]-->[260]","[593, 1198]",[260],0.11,0.9166666666666667,2.4774774774774775,-0.26,426
"[356, 1196, 1198]","[1196, 1198]-->[356]","[1196, 1198]",[356],0.12,0.5217391304347826,1.2725344644750796,-0.29,427
"[260, 1291, 2571]","[1291, 2571]-->[260]","[1291, 2571]",[260],0.14,0.8750000000000001,2.3648648648648654,-0.22999999999999998,428
"[260, 1291, 2571]","[1291]-->[260, 2571]",[1291],"[260, 2571]",0.14,0.736842105263158,2.947368421052632,-0.10999999999999999,429
"[1196, 1210, 1291]","[1210, 1291]-->[1196]","[1210, 1291]",[1196],0.14,0.9333333333333335,2.7450980392156863,-0.2,430
"[1196, 1210, 1291]","[1291]-->[1196, 1210]",[1291],"[1196, 1210]",0.14,0.736842105263158,2.947368421052632,-0.10999999999999999,431
"[47, 110, 593]","[110, 593]-->[47]","[110, 593]",[47],0.12,0.6666666666666666,3.508771929824561,-0.07,432
"[356, 1196, 2858]","[1196, 2858]-->[356]","[1196, 2858]",[356],0.1,0.625,1.524390243902439,-0.30999999999999994,433
"[50, 260, 593]","[260, 593]-->[50]","[260, 593]",[50],0.13,0.7222222222222223,2.490421455938698,-0.15999999999999998,434
"[260, 356, 593]","[356, 593]-->[260]","[356, 593]",[260],0.12,0.5217391304347826,1.4101057579318448,-0.25,435
"[260, 1196, 2571]","[1196, 2571]-->[260]","[1196, 2571]",[260],0.22,0.9166666666666667,2.4774774774774775,-0.15,436
"[260, 1196, 2571]","[1196]-->[260, 2571]",[1196],"[260, 2571]",0.22,0.6470588235294117,2.5882352941176467,-0.03,437
"[260, 1196, 2571]","[2571]-->[260, 1196]",[2571],"[260, 1196]",0.22,0.5945945945945946,1.918047079337402,-0.09,438
"[1210, 2571, 2858]","[2571, 2858]-->[1210]","[2571, 2858]",[1210],0.11,0.7333333333333334,2.291666666666667,-0.21000000000000002,439
"[1210, 2571, 2858]","[2858]-->[1210, 2571]",[2858],"[1210, 2571]",0.11,0.5,2.0,-0.14,440
"[260, 1136, 1196]","[1136, 1196]-->[260]","[1136, 1196]",[260],0.1,0.9090909090909092,2.4570024570024573,-0.27,441
"[260, 1136, 1196]","[1136]-->[260, 1196]",[1136],"[260, 1196]",0.1,0.625,2.0161290322580645,-0.21,442
"[50, 527, 593]","[527, 593]-->[50]","[527, 593]",[50],0.1,0.7142857142857143,2.4630541871921183,-0.18999999999999997,443
"[1210, 1291, 2571]","[1291, 2571]-->[1210]","[1291, 2571]",[1210],0.14,0.8750000000000001,2.7343750000000004,-0.18,444
"[1210, 1291, 2571]","[1291]-->[1210, 2571]",[1291],"[1210, 2571]",0.14,0.736842105263158,2.947368421052632,-0.10999999999999999,445
"[260, 1196, 1291]","[1196, 1291]-->[260]","[1196, 1291]",[260],0.16,0.9411764705882353,2.5437201907790143,-0.21,446
"[260, 1196, 1291]","[1291]-->[260, 1196]",[1291],"[260, 1196]",0.16,0.8421052631578947,2.7164685908319184,-0.15,447
"[110, 356, 480]","[356, 480]-->[110]","[356, 480]",[110],0.11,0.7333333333333334,2.619047619047619,-0.17000000000000004,448
"[110, 356, 480]","[480]-->[110, 356]",[480],"[110, 356]",0.11,0.5,2.5,-0.09000000000000001,449
"[260, 356, 527]","[356, 527]-->[260]","[356, 527]",[260],0.1,0.6666666666666667,1.801801801801802,-0.27,450
"[356, 1210, 2571]","[1210, 2571]-->[356]","[1210, 2571]",[356],0.16,0.64,1.5609756097560976,-0.24999999999999997,451
"[356, 1210, 2571]","[1210]-->[356, 2571]",[1210],"[356, 2571]",0.16,0.5,2.380952380952381,-0.04999999999999999,452
"[110, 356, 593]","[356, 593]-->[110]","[356, 593]",[110],0.16,0.6956521739130435,2.484472049689441,-0.12000000000000002,453
"[260, 1198, 1240]","[1198, 1240]-->[260]","[1198, 1240]",[260],0.1,0.8333333333333334,2.2522522522522523,-0.27,454
"[260, 1198, 1240]","[1240]-->[260, 1198]",[1240],"[260, 1198]",0.1,0.5882352941176471,2.557544757033248,-0.13,455
"[50, 110, 356]","[110, 356]-->[50]","[110, 356]",[50],0.1,0.5,1.7241379310344829,-0.18999999999999997,456
"[1198, 1270, 2571]","[1270, 2571]-->[1198]","[1270, 2571]",[1198],0.13,0.8666666666666667,2.8888888888888893,-0.16999999999999998,457
"[1198, 1270, 2571]","[1270]-->[1198, 2571]",[1270],"[1198, 2571]",0.13,0.5652173913043478,2.569169960474308,-0.09,458
"[457, 593, 1210]","[593, 1210]-->[457]","[593, 1210]",[457],0.1,0.625,2.4038461538461537,-0.16,459
"[110, 356, 527]","[356, 527]-->[110]","[356, 527]",[110],0.12,0.8,2.857142857142857,-0.16000000000000003,460
"[356, 527, 2571]","[527, 2571]-->[356]","[527, 2571]",[356],0.11,0.7857142857142857,1.916376306620209,-0.3,461
"[260, 1210, 1291]","[1210, 1291]-->[260]","[1210, 1291]",[260],0.14,0.9333333333333335,2.522522522522523,-0.22999999999999998,462
"[260, 1210, 1291]","[1291]-->[260, 1210]",[1291],"[260, 1210]",0.14,0.736842105263158,2.7290448343079925,-0.13,463
